text,label_binary,sub_NFR,source
"while the user loggedin,The system shall enable user to view the restaurants categories.",FR,F,EARS
"while the user loggedin,The system shall enable user to view contact information of Restaurant.",FR,F,EARS
"while the user loggedin,The system shall enable user to select any restaurants from the list of restaurants.",FR,F,EARS
"while the user loggedin,The system shall enable user to view distance in kilometres/meters of restaurants with in a specific radius.",FR,F,EARS
"while the user loggedin,The system shall enable user to select the brands and restaurants.",FR,F,EARS
"while the user loggedin,The system shall enable user to add the selected brands and restaurants to favourites.",FR,F,EARS
"while the user loggedin,The system shall enable user to see favourite brands and restaurants any time they want.",FR,F,EARS
"while the user loggedin,The system shall enable user to view location of each brands and restaurants on Google map API.",FR,F,EARS
"while the user loggedin,while the user loggedin,The system shall enable user to point the marked location by dragging.",FR,F,EARS
"while the user loggedin,The system shall provide navigation bar line from current location to that location.",FR,F,EARS
"while the user loggedin,The system shall allow user to view his/her current location.",FR,F,EARS
"while the user loggedin,The system shall enable user to zoom in the map.",FR,F,EARS
"while the user loggedin,The system shall enable user to zoom out the map.",FR,F,EARS
"while the user loggedin,The system shall enable user to see desire location for trip reminder",FR,F,EARS
"while the user loggedin,The system shall enable user to see the walking distance of that brands and restaurants.",FR,F,EARS
"while the user loggedin,The system shall enable user to see drive distance of that brands and restaurants",FR,F,EARS
"while the user loggedin,The system shall enable user to see distance of save  location for trip reminder",FR,F,EARS
"while the user loggedin,The system shall enable user to view the nearby places.",FR,F,EARS
"while the user loggedin,The system should enable user to search the specific place by its name that located near to user.",FR,F,EARS
The system shall display specific place that user will search.,FR,F,EARS
The system should search the place for trip reminder.,FR,F,EARS
The system shall allow user to search brands and restaurants by entering name in search bar.,FR,F,EARS
"while the user loggedin,The system shall enable the user to view current location.",FR,F,EARS
"while the user loggedin,The system shall enable user to view location of brands and restaurants near to its current location.",FR,F,EARS
"while the user loggedin,The system shall enable the user to select a particular place.",FR,F,EARS
"while the user loggedin,The system shall enable the user to start trip reminder process by clicking on trip reminder button.",FR,F,EARS
"while the user loggedin,The system shall enable the user to enter the time of remind trip.",FR,F,EARS
"while the user loggedin,The system shall enable the user to enter date of remind trip.",FR,F,EARS
"while the user loggedin,The system shall remind the user by alert tone on the time of the trip.",FR,F,EARS
"while the user loggedin,The system shall enable the user to cancel a reminded trip.",FR,F,EARS
"while the user loggedin,The system shall enable the user to mark various location to visit in a way within a single trip.",FR,F,EARS
"while the user loggedin,The system shall enable the user to postpone a trip and saves tip to Trip reminder.",FR,F,EARS
"while the user loggedin,The system shall display like places in news feeds.",FR,F,EARS
"while the user loggedin,The system shall display brand’s sales in news feeds.",FR,F,EARS
"while the user loggedin,The system shall display restaurant’s deals in news feeds.",FR,F,EARS
"while the user loggedin,The system shall display recent activities in news feeds.",FR,F,EARS
"while the user loggedin,The system shall store the user’s search history.",FR,F,EARS
"while the user loggedin,The system shall display the recommended places to user based on search history and favourite places. ",FR,F,EARS
